name	length	species	type	subtype	description	classification
MER11A	1266	Catarrhini	LTR	ERVK	MER11A Long Terminal Repeat for HERVK11 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
MER11B	1236	Hominoidea	LTR	ERVK	MER11B Long Terminal Repeat for HERVK11 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
MER11C	1071	Hominoidea	LTR	ERVK	MER11C Long Terminal Repeat for HERVK11 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
MER11D	897	Hominoidea	LTR	ERVK	MER11D Long Terminal Repeat for HERVK11 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV2
MER121	401	Mammalia	DNA	hAT	Possible hAT DNA transposon, MER121 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element
MER121B	407	Amniota	DNA	hAT	Putative hAT DNA transposon, MER121B subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element
MER123	265	Tetrapoda	DNA	.	Unclassified, palindromic DNA transposon, MER123 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER124	397	Theria_Mammalia	DNA	.	Unclassified, largely palindromic DNA transposon, MER124 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER125	176	Amniota	DNA	Merlin	Unclassified, putative DNA transposon, MER125 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Merlin
MER126	449	Amniota	DNA	.	Unclassified, palindromic DNA transposon, MER126 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER127	364	Amniota	DNA	TcMar-Tigger	Putative TcMar-Tigger DNA transposon, MER127 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER129	469	Amniota	LTR	.	Unclassified, putative retrotransposon, MER129 subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element
MER130	1586	Amniota	DNA	.	Repetitive element of unknown type, MER130 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER131	215	Amniota	DNA	.	Putative SINE of unknown origin, MER131	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER132	178	Amniota	DNA	TcMar-Pogo	Putative TcMar-Pogo DNA transposon, MER132 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Pogo
MER133A	104	Amniota	DNA	PIF-Harbinger	Unclassified, palindromic DNA transposon, MER133A subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;PIF-like_Elements;Harbinger
MER133B	115	Amniota	DNA	PIF-Harbinger	Unclassified, palindromic DNA transposon, MER133B subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;PIF-like_Elements;Harbinger
MER134	513	Amniota	DNA	Crypton	Unclassified, palindromic DNA transposon, MER134 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Circular_dsDNA_Intermediate;Crypton
MER135	228	Mammalia	DNA	.	Unclassified, palindromic DNA transposon, MER135 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
MER136	318	Amniota	DNA	Merlin	Unclassified, putative DNA transposon, MER136 subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Merlin
MER1A	529	Simiiformes	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER1A subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER1B	339	Simiiformes	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER1B subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER2	345	.	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER2 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER20	219	Eutheria	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER20 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER20B	783	Eutheria	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER20 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER21-int	4191	Eutheria	LTR	ERVL	Internal region of an ERVL endogenous retrovirus, MER21-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
MER21A	931	Primates	LTR	ERVL	MER21A (Long Terminal Repeat) for ERVL endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
MER21B	868	Eutheria	LTR	ERVL	MER21B (Long Terminal Repeat) for ERVL endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
MER21C	938	Eutheria	LTR	ERVL	MER21C (Long Terminal Repeat) for ERVL endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV2-group;ERV3;ERVL
MER2B	336	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER2B subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER3	209	Eutheria	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER3 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER30	230	Simiiformes	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER30 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER30B	190	Simiiformes	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER30B subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER31-int	4932	Eutheria	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER31-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER31A	485	Eutheria	LTR	ERV1	MER31A Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER31B	466	Eutheria	LTR	ERV1	MER31B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER33	324	Eutheria	DNA	hAT-Charlie	hAT-Charlie DNA transposon, MER33 subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
MER34	542	Euarchontoglires	LTR	ERV1	MER34 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34-int	8207	Eutheria	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER34-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34A	571	Eutheria	LTR	ERV1	MER34A Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34A1	587	Eutheria	LTR	ERV1	MER34A1 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34B	565	Euarchontoglires	LTR	ERV1	MER34B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34B-int	5355	Eutheria	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER34B-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34C	551	Euarchontoglires	LTR	ERV1	MER34C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34C2	555	Primates	LTR	ERV1	MER34C2 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34C_v	585	Euarchontoglires	LTR	ERV1	Extension of MER34C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER34D	579	Primates	LTR	ERV1	MER34D Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER39	707	Primates	LTR	ERV1	MER39 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER39B	653	Primates	LTR	ERV1	MER39B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4-int	6598	Primates	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER4-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41-int	5946	Primates	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER41-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41A	554	Primates	LTR	ERV1	MER41A Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41B	634	Primates	LTR	ERV1	MER41B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41C	521	Primates	LTR	ERV1	MER41C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41D	557	Primates	LTR	ERV1	MER41D Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41E	595	Primates	LTR	ERV1	MER41E Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER41G	885	Primates	LTR	ERV1	MER41G Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER44A	339	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER44A subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER44B	550	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER44B subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER44C	733	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER44C subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER44D	705	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER44D subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER45A	178	Eutheria	DNA	hAT-Tip100	hAT-Tip100 DNA transposon, MER45A subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Tip100
MER45B	1040	Eutheria	DNA	hAT-Tip100	hAT-Tip100 DNA transposon, MER45B subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Tip100
MER45C	953	Eutheria	DNA	hAT-Tip100	hAT-Tip100 DNA transposon, MER45C subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Tip100
MER45R	1581	Eutheria	DNA	hAT-Tip100	hAT-Tip100 DNA transposon, MER45R subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Tip100
MER46C	338	Eutheria	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER46C subfamily	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER47A	366	.	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER47A subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER47B	418	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER47B subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER47C	97	Primates	DNA	TcMar-Tigger	TcMar-Tigger DNA transposon, MER47C subfamily (non-autonomous)	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Pogo-group;Tigger
MER48	407	Catarrhini	LTR	ERV1	MER48 Long Terminal Repeat for HERVH48 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER49	923	Haplorrhini	LTR	ERV1	MER49 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4A	664	Primates	LTR	ERV1	MER4A Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4A1	472	Primates	LTR	ERV1	MER4A1 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4A1_v	600	Primates	LTR	ERV1	Variant MER4A1 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4B	610	Primates	LTR	ERV1	MER4B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4B-int	6758	Eutheria	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER4B-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4C	465	Primates	LTR	ERV1	MER4C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4CL34	765	Simiiformes	LTR	ERV1	MER4CL34 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4D	903	Primates	LTR	ERV1	MER4D Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4D0	872	Primates	LTR	ERV1	MER4D0 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4D1	900	Primates	LTR	ERV1	MER4D1 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4E	766	Primates	LTR	ERV1	MER4E Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER4E1	781	Primates	LTR	ERV1	MER4E1 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER50	734	Simiiformes	LTR	ERV1	MER50 Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER50-int	7205	Simiiformes	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER50-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER50B	697	Simiiformes	LTR	ERV1	MER50B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER50C	782	Simiiformes	LTR	ERV1	MER50C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER51-int	7816	Simiiformes	LTR	ERV1	Internal region of ERV1 endogenous retrovirus, MER51-int subfamily	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER51A	634	Simiiformes	LTR	ERV1	MER51A Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER51B	377	Simiiformes	LTR	ERV1	MER51B Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
MER51C	640	Simiiformes	LTR	ERV1	MER51C Long Terminal Repeat for ERV1 endogenous retrovirus	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Retroviridae;Orthoretrovirinae;ERV1
